record_id,hospital_name,ward,supplier_name,category,item_name,received_date,expiry_date,shelf_life_days,days_until_expiry,is_expired,qty_received,qty_remaining,unit_cost_usd,waste_value_usd,procurement_month
REC01529,North Medical Center,Cardiology,PharmaDirect Ltd.,PPE,N95 Mask,2024-10-04,2026-09-09,705,465,False,200,41,289.58,0.0,2024-10
REC01530,City General Hospital,General Ward,MedLine Supplies Co.,Pharmaceutical,Metformin 850mg,2024-08-11,2026-03-02,568,274,False,231,1,295.64,0.0,2024-08
REC01531,North Medical Center,Oncology,NovaMed Solutions,PPE,Disposable Gown,2025-01-16,2026-04-25,464,328,False,66,12,274.97,0.0,2025-01
REC01532,Valley Care Hospital,ICU,CarePlus Distributors,PPE,Surgical Mask Box,2025-01-06,2026-01-12,371,225,False,68,20,333.79,0.0,2025-01
REC01533,Sunrise Clinic,Oncology,GlobalMed Imports,IV Fluid,Mannitol 20%,2024-09-06,2025-10-08,397,129,False,138,17,116.21,0.0,2024-09
REC01534,Metro Health Hub,Pharmacy Store,NovaMed Solutions,IV Fluid,Normal Saline 500ml,2024-08-23,2026-02-06,532,250,False,293,77,279.74,0.0,2024-08
REC01535,Sunrise Clinic,General Ward,NovaMed Solutions,Pharmaceutical,Amoxicillin 500mg,2024-06-28,2025-11-18,508,170,False,283,64,231.84,0.0,2024-06
REC01536,Sunrise Clinic,Cardiology,NovaMed Solutions,IV Fluid,Mannitol 20%,2024-07-26,2026-01-10,533,223,False,81,9,446.96,0.0,2024-07
REC01537,Valley Care Hospital,Orthopedics,CarePlus Distributors,Surgical Supply,Scalpel Blade 22,2025-03-30,2027-07-03,825,762,False,169,2,365.08,0.0,2025-03
REC01538,Valley Care Hospital,General Ward,MedLine Supplies Co.,Diagnostic Kit,Blood Glucose Strip,2025-01-05,2025-07-29,205,58,False,133,33,107.87,0.0,2025-01
REC01539,Valley Care Hospital,ICU,NovaMed Solutions,Surgical Supply,Surgical Gloves L,2024-06-26,2025-07-26,395,55,False,157,11,233.89,0.0,2024-06
REC01540,City General Hospital,ICU,MedLine Supplies Co.,PPE,Surgical Mask Box,2025-02-26,2026-03-05,372,277,False,144,14,81.14,0.0,2025-02
REC01541,Valley Care Hospital,General Ward,CarePlus Distributors,PPE,Disposable Gown,2024-09-28,2025-10-13,380,134,False,310,80,269.6,0.0,2024-09
REC01542,North Medical Center,Orthopedics,GlobalMed Imports,IV Fluid,Normal Saline 500ml,2025-05-17,2026-05-22,370,355,False,457,23,131.72,0.0,2025-05
REC01543,Valley Care Hospital,Pharmacy Store,PharmaDirect Ltd.,Diagnostic Kit,Blood Glucose Strip,2024-06-28,2025-06-14,351,13,False,191,63,352.91,22233.33,2024-06
REC01544,City General Hospital,Cardiology,CarePlus Distributors,Surgical Supply,Sterile Drape,2024-12-15,2027-08-09,967,799,False,67,0,91.35,0.0,2024-12
REC01545,City General Hospital,Cardiology,CarePlus Distributors,Surgical Supply,Surgical Gloves L,2024-11-14,2026-10-17,702,503,False,219,2,406.57,0.0,2024-11
REC01546,City General Hospital,Pharmacy Store,PharmaDirect Ltd.,IV Fluid,Mannitol 20%,2025-01-05,2026-05-31,511,364,False,239,38,390.71,0.0,2025-01
REC01547,City General Hospital,Orthopedics,NovaMed Solutions,Diagnostic Kit,COVID Rapid Test,2024-10-06,2025-07-27,294,56,False,187,49,279.33,0.0,2024-10
REC01548,Valley Care Hospital,Pharmacy Store,NovaMed Solutions,Pharmaceutical,Amlodipine 5mg,2024-08-08,2025-08-22,379,82,False,200,35,65.52,0.0,2024-08
REC01549,Valley Care Hospital,Orthopedics,NovaMed Solutions,PPE,Disposable Gown,2025-03-02,2026-11-27,635,544,False,169,34,196.47,0.0,2025-03
REC01550,Metro Health Hub,General Ward,MedLine Supplies Co.,Pharmaceutical,Omeprazole 20mg,2024-08-25,2026-07-02,676,396,False,239,54,83.32,0.0,2024-08
REC01551,Sunrise Clinic,Cardiology,NovaMed Solutions,PPE,Disposable Gown,2024-11-10,2025-11-21,376,173,False,94,4,195.65,0.0,2024-11
REC01552,City General Hospital,General Ward,CarePlus Distributors,PPE,Surgical Mask Box,2024-11-09,2025-11-11,367,163,False,439,94,420.7,0.0,2024-11
REC01553,North Medical Center,Cardiology,GlobalMed Imports,Diagnostic Kit,Urine Dipstick,2024-09-03,2025-07-25,325,54,False,198,45,42.87,0.0,2024-09
REC01554,North Medical Center,Cardiology,GlobalMed Imports,IV Fluid,Dextrose 5% 1L,2025-04-14,2026-03-03,323,275,False,361,91,267.52,0.0,2025-04
REC01555,Sunrise Clinic,Pharmacy Store,GlobalMed Imports,Surgical Supply,Suture Kit 3-0,2025-03-11,2027-02-16,707,625,False,280,6,365.5,0.0,2025-03
REC01556,Valley Care Hospital,Emergency,MedLine Supplies Co.,Diagnostic Kit,Blood Glucose Strip,2025-03-30,2025-11-25,240,177,False,476,11,145.23,0.0,2025-03
REC01557,Metro Health Hub,Emergency,GlobalMed Imports,PPE,Surgical Mask Box,2025-03-19,2026-03-28,374,300,False,425,12,30.86,0.0,2025-03
REC01558,Valley Care Hospital,Emergency,NovaMed Solutions,IV Fluid,Ringer Lactate 1L,2025-04-25,2025-12-30,249,212,False,483,120,446.37,0.0,2025-04
REC01559,Valley Care Hospital,Emergency,PharmaDirect Ltd.,PPE,Face Shield,2024-05-18,2026-01-21,613,234,False,316,83,425.53,0.0,2024-05
REC01560,Metro Health Hub,ICU,MedLine Supplies Co.,Diagnostic Kit,Pregnancy Test Kit,2025-01-19,2025-11-19,304,171,False,327,98,169.48,0.0,2025-01
REC01561,City General Hospital,General Ward,MedLine Supplies Co.,Diagnostic Kit,COVID Rapid Test,2025-04-06,2026-01-11,280,224,False,141,29,398.94,0.0,2025-04
REC01562,City General Hospital,ICU,CarePlus Distributors,Diagnostic Kit,Blood Glucose Strip,2024-10-16,2025-07-18,275,47,False,77,18,63.43,0.0,2024-10
REC01563,City General Hospital,Orthopedics,NovaMed Solutions,Pharmaceutical,Omeprazole 20mg,2024-07-23,2025-12-06,501,188,False,181,44,373.91,0.0,2024-07
REC01564,Valley Care Hospital,Emergency,CarePlus Distributors,Diagnostic Kit,Urine Dipstick,2024-05-30,2024-11-08,162,-205,True,289,57,267.91,15270.87,2024-05
REC01565,Valley Care Hospital,Emergency,CarePlus Distributors,Diagnostic Kit,Blood Glucose Strip,2024-07-22,2025-06-18,331,17,False,478,55,431.8,23749.0,2024-07
REC01566,Valley Care Hospital,Pharmacy Store,NovaMed Solutions,Surgical Supply,Sterile Drape,2024-08-20,2026-03-26,583,298,False,220,5,71.29,0.0,2024-08
REC01567,Valley Care Hospital,General Ward,PharmaDirect Ltd.,IV Fluid,Dextrose 5% 1L,2024-06-06,2025-05-03,331,-29,True,451,51,198.44,10120.44,2024-06
REC01568,Metro Health Hub,Emergency,NovaMed Solutions,Diagnostic Kit,Blood Glucose Strip,2024-10-19,2025-08-12,297,72,False,272,4,336.04,0.0,2024-10
REC01569,North Medical Center,Cardiology,GlobalMed Imports,PPE,Surgical Mask Box,2024-05-20,2026-02-24,645,268,False,205,61,81.65,0.0,2024-05
REC01570,City General Hospital,Cardiology,GlobalMed Imports,IV Fluid,Dextrose 5% 1L,2024-08-19,2025-03-14,207,-79,True,467,61,417.34,25457.74,2024-08
REC01571,City General Hospital,Orthopedics,MedLine Supplies Co.,IV Fluid,Ringer Lactate 1L,2024-11-23,2025-08-11,261,71,False,339,23,328.81,0.0,2024-11
REC01572,Valley Care Hospital,ICU,PharmaDirect Ltd.,PPE,Face Shield,2024-12-07,2026-11-30,723,547,False,208,46,14.83,0.0,2024-12
REC01573,Sunrise Clinic,Pharmacy Store,CarePlus Distributors,Pharmaceutical,Amoxicillin 500mg,2025-04-01,2027-01-14,653,592,False,401,2,66.19,0.0,2025-04
REC01574,Sunrise Clinic,Pharmacy Store,MedLine Supplies Co.,IV Fluid,Normal Saline 500ml,2024-06-05,2025-06-27,387,26,False,239,69,143.52,9902.88,2024-06
REC01575,Metro Health Hub,General Ward,MedLine Supplies Co.,Surgical Supply,Surgical Gloves L,2025-04-10,2026-10-13,551,499,False,232,7,7.23,0.0,2025-04
REC01576,Metro Health Hub,Pharmacy Store,NovaMed Solutions,Pharmaceutical,Amlodipine 5mg,2025-03-27,2026-09-03,525,459,False,401,87,265.72,0.0,2025-03
REC01577,Metro Health Hub,Orthopedics,NovaMed Solutions,Diagnostic Kit,COVID Rapid Test,2024-10-10,2025-09-17,342,108,False,410,24,380.42,0.0,2024-10
REC01578,Metro Health Hub,Oncology,NovaMed Solutions,Pharmaceutical,Amlodipine 5mg,2024-05-25,2025-11-30,554,182,False,434,16,24.04,0.0,2024-05
REC01579,North Medical Center,Cardiology,MedLine Supplies Co.,Surgical Supply,Sterile Drape,2024-05-18,2025-12-12,573,194,False,228,16,422.12,0.0,2024-05
REC01580,Sunrise Clinic,Orthopedics,NovaMed Solutions,PPE,Face Shield,2025-04-20,2027-02-28,679,637,False,98,7,445.74,0.0,2025-04
REC01581,Metro Health Hub,ICU,MedLine Supplies Co.,Surgical Supply,Wound Dressing Pack,2024-11-20,2026-07-27,614,421,False,224,18,22.95,0.0,2024-11
REC01582,Valley Care Hospital,Cardiology,CarePlus Distributors,Pharmaceutical,Omeprazole 20mg,2024-09-15,2025-03-27,193,-66,True,269,75,28.81,2160.75,2024-09
REC01583,North Medical Center,Pharmacy Store,PharmaDirect Ltd.,IV Fluid,Ringer Lactate 1L,2025-04-30,2026-03-12,316,284,False,398,16,323.2,0.0,2025-04
REC01584,North Medical Center,Oncology,GlobalMed Imports,PPE,Face Shield,2024-12-16,2026-07-05,566,399,False,301,58,171.2,0.0,2024-12
REC01585,Metro Health Hub,Emergency,GlobalMed Imports,Pharmaceutical,Metformin 850mg,2025-03-01,2026-08-19,536,444,False,244,40,116.66,0.0,2025-03
REC01586,North Medical Center,Emergency,PharmaDirect Ltd.,Pharmaceutical,Omeprazole 20mg,2024-08-20,2025-11-03,440,155,False,388,73,316.85,0.0,2024-08
REC01587,City General Hospital,Oncology,PharmaDirect Ltd.,Diagnostic Kit,Urine Dipstick,2025-04-04,2025-07-19,106,48,False,379,53,377.92,0.0,2025-04
REC01588,Metro Health Hub,Cardiology,PharmaDirect Ltd.,Pharmaceutical,Insulin Glargine,2024-08-19,2026-04-14,603,317,False,127,7,42.05,0.0,2024-08
REC01589,Valley Care Hospital,General Ward,PharmaDirect Ltd.,Surgical Supply,Wound Dressing Pack,2025-05-19,2028-04-12,1059,1046,False,436,115,147.17,0.0,2025-05
REC01590,North Medical Center,General Ward,MedLine Supplies Co.,Pharmaceutical,Metformin 850mg,2024-07-23,2026-03-28,613,300,False,168,15,190.04,0.0,2024-07
REC01591,Valley Care Hospital,Emergency,MedLine Supplies Co.,Surgical Supply,Scalpel Blade 22,2024-11-14,2027-05-01,898,699,False,286,59,400.74,0.0,2024-11
REC01592,North Medical Center,ICU,NovaMed Solutions,IV Fluid,Normal Saline 500ml,2025-04-06,2026-07-11,461,405,False,142,12,195.57,0.0,2025-04
REC01593,Valley Care Hospital,ICU,CarePlus Distributors,Surgical Supply,Surgical Gloves L,2024-11-23,2026-03-30,492,302,False,420,0,309.66,0.0,2024-11
REC01594,Valley Care Hospital,Oncology,NovaMed Solutions,Pharmaceutical,Amoxicillin 500mg,2024-09-07,2026-05-27,627,360,False,331,70,38.99,0.0,2024-09
REC01595,Metro Health Hub,Orthopedics,NovaMed Solutions,IV Fluid,Mannitol 20%,2025-02-26,2025-09-16,202,107,False,75,10,412.93,0.0,2025-02
REC01596,Sunrise Clinic,Oncology,GlobalMed Imports,Surgical Supply,Surgical Gloves L,2024-08-15,2027-04-30,988,698,False,295,22,362.16,0.0,2024-08
REC01597,North Medical Center,Orthopedics,GlobalMed Imports,Pharmaceutical,Insulin Glargine,2025-04-03,2027-03-10,706,647,False,50,1,81.99,0.0,2025-04
REC01598,Sunrise Clinic,Pharmacy Store,PharmaDirect Ltd.,PPE,Surgical Mask Box,2024-07-06,2025-11-12,494,164,False,95,8,127.24,0.0,2024-07
REC01599,City General Hospital,Pharmacy Store,PharmaDirect Ltd.,Surgical Supply,Wound Dressing Pack,2024-05-05,2025-07-11,432,40,False,358,90,90.34,0.0,2024-05
REC01600,Metro Health Hub,Cardiology,GlobalMed Imports,Pharmaceutical,Metformin 850mg,2025-05-04,2026-05-31,392,364,False,162,8,60.94,0.0,2025-05
REC01601,City General Hospital,Cardiology,GlobalMed Imports,Surgical Supply,Surgical Gloves L,2025-01-18,2026-08-04,563,429,False,97,13,152.62,0.0,2025-01
REC01602,Valley Care Hospital,ICU,NovaMed Solutions,IV Fluid,Dextrose 5% 1L,2025-05-21,2026-06-30,405,394,False,285,45,180.55,0.0,2025-05
REC01603,City General Hospital,Cardiology,GlobalMed Imports,PPE,Surgical Mask Box,2025-03-16,2026-06-06,447,370,False,356,11,188.53,0.0,2025-03
REC01604,Sunrise Clinic,ICU,NovaMed Solutions,IV Fluid,Normal Saline 500ml,2025-03-02,2025-09-12,194,103,False,176,47,244.69,0.0,2025-03
REC01605,City General Hospital,Oncology,CarePlus Distributors,IV Fluid,Mannitol 20%,2025-02-28,2025-12-08,283,190,False,264,62,8.76,0.0,2025-02
REC01606,City General Hospital,Orthopedics,NovaMed Solutions,PPE,Face Shield,2024-10-21,2026-02-17,484,261,False,408,50,418.61,0.0,2024-10
REC01607,Metro Health Hub,Cardiology,PharmaDirect Ltd.,IV Fluid,Ringer Lactate 1L,2024-11-18,2025-09-24,310,115,False,385,4,199.84,0.0,2024-11
REC01608,North Medical Center,Emergency,PharmaDirect Ltd.,Diagnostic Kit,Blood Glucose Strip,2024-05-20,2025-03-19,303,-74,True,204,53,77.36,4100.08,2024-05
REC01609,Sunrise Clinic,Pharmacy Store,NovaMed Solutions,IV Fluid,Dextrose 5% 1L,2024-10-12,2025-06-24,255,23,False,160,62,300.3,18618.6,2024-10
REC01610,Valley Care Hospital,Pharmacy Store,NovaMed Solutions,Diagnostic Kit,Urine Dipstick,2024-06-12,2025-05-31,353,-1,True,70,73,331.39,24191.47,2024-06
REC01611,Metro Health Hub,Oncology,PharmaDirect Ltd.,Pharmaceutical,Insulin Glargine,2024-07-08,2026-02-25,597,269,False,93,21,271.35,0.0,2024-07
REC01612,North Medical Center,Emergency,PharmaDirect Ltd.,Surgical Supply,Wound Dressing Pack,2024-11-30,2026-04-16,502,319,False,237,7,165.69,0.0,2024-11
REC01613,Sunrise Clinic,Pharmacy Store,GlobalMed Imports,Diagnostic Kit,Blood Glucose Strip,2025-05-05,2025-09-12,130,103,False,320,63,184.04,0.0,2025-05
REC01614,Sunrise Clinic,Pharmacy Store,GlobalMed Imports,Diagnostic Kit,Pregnancy Test Kit,2024-05-15,2024-12-28,227,-155,True,457,63,182.12,11473.56,2024-05
REC01615,City General Hospital,Cardiology,PharmaDirect Ltd.,Surgical Supply,Sterile Drape,2025-01-20,2027-02-03,744,612,False,247,64,173.58,0.0,2025-01
REC01616,Valley Care Hospital,Oncology,NovaMed Solutions,Diagnostic Kit,Blood Glucose Strip,2025-04-12,2025-12-04,236,186,False,324,89,408.95,0.0,2025-04
REC01617,Metro Health Hub,Emergency,MedLine Supplies Co.,Diagnostic Kit,COVID Rapid Test,2024-11-29,2025-05-11,163,-21,True,344,53,180.19,9550.07,2024-11
REC01618,City General Hospital,General Ward,GlobalMed Imports,Surgical Supply,Surgical Gloves L,2024-10-02,2026-02-18,504,262,False,110,17,83.76,0.0,2024-10
REC01619,Sunrise Clinic,Emergency,MedLine Supplies Co.,Pharmaceutical,Insulin Glargine,2025-01-07,2026-01-22,380,235,False,204,49,144.24,0.0,2025-01
REC01620,City General Hospital,Cardiology,NovaMed Solutions,IV Fluid,Mannitol 20%,2025-01-30,2026-07-12,528,406,False,65,17,291.41,0.0,2025-01
REC01621,Sunrise Clinic,Oncology,PharmaDirect Ltd.,Diagnostic Kit,Blood Glucose Strip,2025-03-11,2025-12-14,278,196,False,97,29,419.81,0.0,2025-03
REC01622,Metro Health Hub,ICU,MedLine Supplies Co.,Surgical Supply,Sterile Drape,2024-06-20,2025-12-17,545,199,False,182,17,380.25,0.0,2024-06
REC01623,North Medical Center,Emergency,CarePlus Distributors,IV Fluid,Dextrose 5% 1L,2024-06-27,2025-12-13,534,195,False,260,43,394.2,0.0,2024-06
REC01624,Sunrise Clinic,ICU,MedLine Supplies Co.,IV Fluid,Mannitol 20%,2025-03-16,2026-04-08,388,311,False,149,29,4.02,0.0,2025-03
REC01625,City General Hospital,ICU,MedLine Supplies Co.,Diagnostic Kit,Blood Glucose Strip,2024-10-10,2025-01-20,102,-132,True,382,71,297.08,21092.68,2024-10
REC01626,North Medical Center,ICU,CarePlus Distributors,Surgical Supply,Scalpel Blade 22,2024-06-07,2025-10-16,496,137,False,213,59,299.0,0.0,2024-06
REC01627,Metro Health Hub,Emergency,MedLine Supplies Co.,Pharmaceutical,Paracetamol 500mg,2024-12-19,2026-02-04,412,248,False,320,80,313.12,0.0,2024-12
REC01628,North Medical Center,Pharmacy Store,MedLine Supplies Co.,Surgical Supply,Surgical Gloves L,2025-02-10,2027-11-09,1002,891,False,128,33,349.57,0.0,2025-02
REC01629,North Medical Center,Emergency,PharmaDirect Ltd.,PPE,Surgical Mask Box,2024-08-01,2026-02-08,556,252,False,365,45,372.69,0.0,2024-08
REC01630,Sunrise Clinic,General Ward,CarePlus Distributors,Surgical Supply,Suture Kit 3-0,2024-06-29,2026-02-16,597,260,False,361,22,3.14,0.0,2024-06
REC01631,Metro Health Hub,Cardiology,MedLine Supplies Co.,Surgical Supply,Sterile Drape,2025-01-27,2026-09-16,597,472,False,309,44,437.47,0.0,2025-01
REC01632,North Medical Center,General Ward,PharmaDirect Ltd.,Pharmaceutical,Paracetamol 500mg,2024-09-29,2025-05-13,226,-19,True,304,20,344.61,6892.2,2024-09
REC01633,Valley Care Hospital,Emergency,NovaMed Solutions,IV Fluid,Normal Saline 500ml,2025-04-02,2025-12-17,259,199,False,101,11,291.05,0.0,2025-04
REC01634,Metro Health Hub,Emergency,GlobalMed Imports,PPE,Surgical Mask Box,2024-05-26,2026-02-23,638,267,False,490,66,351.26,0.0,2024-05
REC01635,Valley Care Hospital,ICU,MedLine Supplies Co.,IV Fluid,Ringer Lactate 1L,2025-03-16,2026-08-31,533,456,False,122,10,414.04,0.0,2025-03
REC01636,Sunrise Clinic,Cardiology,MedLine Supplies Co.,PPE,Face Shield,2025-01-13,2026-12-29,715,576,False,373,110,84.9,0.0,2025-01
REC01637,Metro Health Hub,General Ward,PharmaDirect Ltd.,IV Fluid,Dextrose 5% 1L,2024-07-10,2025-12-07,515,189,False,249,31,375.32,0.0,2024-07
REC01638,North Medical Center,ICU,CarePlus Distributors,Pharmaceutical,Insulin Glargine,2025-03-25,2027-03-19,724,656,False,456,125,125.91,0.0,2025-03
REC01639,Metro Health Hub,Emergency,CarePlus Distributors,Diagnostic Kit,Blood Glucose Strip,2024-08-09,2025-04-21,255,-41,True,387,14,100.84,1411.76,2024-08
REC01640,Sunrise Clinic,General Ward,CarePlus Distributors,Pharmaceutical,Paracetamol 500mg,2024-12-27,2026-08-07,588,432,False,247,8,142.94,0.0,2024-12
REC01641,Metro Health Hub,Pharmacy Store,GlobalMed Imports,Pharmaceutical,Amlodipine 5mg,2024-12-10,2026-02-20,437,264,False,387,8,167.31,0.0,2024-12
REC01642,Metro Health Hub,Orthopedics,PharmaDirect Ltd.,Pharmaceutical,Amoxicillin 500mg,2024-08-06,2026-01-18,530,231,False,341,85,43.37,0.0,2024-08
REC01643,City General Hospital,Oncology,PharmaDirect Ltd.,PPE,Face Shield,2024-10-04,2026-06-05,609,369,False,461,0,365.51,0.0,2024-10
REC01644,City General Hospital,Emergency,NovaMed Solutions,IV Fluid,Dextrose 5% 1L,2024-06-15,2025-01-30,229,-122,True,423,16,69.48,1111.68,2024-06
REC01645,Valley Care Hospital,Cardiology,PharmaDirect Ltd.,Surgical Supply,Scalpel Blade 22,2024-07-09,2026-10-25,838,511,False,282,51,18.76,0.0,2024-07
REC01646,Metro Health Hub,Pharmacy Store,MedLine Supplies Co.,Pharmaceutical,Metformin 850mg,2024-10-16,2026-08-29,682,454,False,444,47,61.5,0.0,2024-10
REC01647,North Medical Center,Pharmacy Store,NovaMed Solutions,IV Fluid,Ringer Lactate 1L,2024-05-31,2025-10-25,512,146,False,265,45,108.66,0.0,2024-05
REC01648,Valley Care Hospital,Pharmacy Store,GlobalMed Imports,Diagnostic Kit,Blood Glucose Strip,2025-03-24,2026-01-03,285,216,False,146,1,429.33,0.0,2025-03
REC01649,Sunrise Clinic,Cardiology,CarePlus Distributors,Surgical Supply,Suture Kit 3-0,2025-03-20,2026-05-05,411,338,False,85,11,379.37,0.0,2025-03
REC01650,Valley Care Hospital,Cardiology,CarePlus Distributors,Diagnostic Kit,Urine Dipstick,2024-08-07,2025-07-08,335,37,False,75,0,65.28,0.0,2024-08
REC01651,Sunrise Clinic,ICU,CarePlus Distributors,Diagnostic Kit,Urine Dipstick,2024-08-17,2025-06-08,295,7,False,279,161,203.94,32834.34,2024-08
REC01652,Sunrise Clinic,Oncology,PharmaDirect Ltd.,Surgical Supply,Scalpel Blade 22,2024-11-26,2027-11-03,1072,885,False,66,0,184.5,0.0,2024-11
REC01653,Valley Care Hospital,Pharmacy Store,GlobalMed Imports,IV Fluid,Dextrose 5% 1L,2025-05-03,2026-09-10,495,466,False,287,56,37.89,0.0,2025-05
REC01654,City General Hospital,Emergency,GlobalMed Imports,Surgical Supply,Wound Dressing Pack,2024-05-31,2026-01-14,593,227,False,405,47,268.12,0.0,2024-05
REC01655,City General Hospital,General Ward,GlobalMed Imports,Diagnostic Kit,COVID Rapid Test,2025-03-01,2026-01-21,326,234,False,155,27,136.62,0.0,2025-03
REC01656,Sunrise Clinic,General Ward,GlobalMed Imports,PPE,Face Shield,2024-08-27,2026-01-18,509,231,False,261,55,113.49,0.0,2024-08
REC01657,Valley Care Hospital,Emergency,NovaMed Solutions,Diagnostic Kit,Blood Glucose Strip,2024-12-16,2025-08-19,246,79,False,252,72,417.78,0.0,2024-12
REC01658,Valley Care Hospital,General Ward,NovaMed Solutions,Surgical Supply,Sterile Drape,2025-01-01,2026-10-19,656,505,False,499,104,120.55,0.0,2025-01
REC01659,North Medical Center,Orthopedics,NovaMed Solutions,Surgical Supply,Suture Kit 3-0,2025-01-28,2027-09-27,972,848,False,115,30,326.29,0.0,2025-01
REC01660,North Medical Center,ICU,CarePlus Distributors,PPE,Face Shield,2025-04-01,2027-01-18,657,596,False,278,16,29.89,0.0,2025-04
REC01661,Sunrise Clinic,Oncology,CarePlus Distributors,Pharmaceutical,Omeprazole 20mg,2024-12-06,2026-04-08,488,311,False,372,90,353.51,0.0,2024-12
REC01662,Sunrise Clinic,Cardiology,MedLine Supplies Co.,PPE,Surgical Mask Box,2025-03-19,2026-08-20,519,445,False,192,36,196.19,0.0,2025-03
REC01663,Metro Health Hub,Oncology,CarePlus Distributors,Surgical Supply,Wound Dressing Pack,2025-01-28,2026-02-25,393,269,False,119,7,93.81,0.0,2025-01
REC01664,Valley Care Hospital,Cardiology,MedLine Supplies Co.,Diagnostic Kit,Pregnancy Test Kit,2025-02-14,2025-11-03,262,155,False,479,120,433.82,0.0,2025-02
REC01665,Metro Health Hub,Cardiology,PharmaDirect Ltd.,PPE,Surgical Mask Box,2025-04-17,2026-09-16,517,472,False,146,16,313.85,0.0,2025-04
REC01666,North Medical Center,ICU,PharmaDirect Ltd.,Pharmaceutical,Amoxicillin 500mg,2025-01-28,2026-08-10,559,435,False,147,26,73.01,0.0,2025-01
REC01667,North Medical Center,Pharmacy Store,CarePlus Distributors,Surgical Supply,Sterile Drape,2024-09-30,2026-04-05,552,308,False,385,13,10.88,0.0,2024-09
REC01668,North Medical Center,Orthopedics,GlobalMed Imports,PPE,Disposable Gown,2024-09-06,2026-06-15,647,379,False,455,80,320.56,0.0,2024-09
REC01669,City General Hospital,Oncology,PharmaDirect Ltd.,IV Fluid,Normal Saline 500ml,2025-03-05,2026-04-13,404,316,False,82,14,120.41,0.0,2025-03
REC01670,Sunrise Clinic,Cardiology,CarePlus Distributors,Diagnostic Kit,COVID Rapid Test,2025-03-04,2025-12-06,277,188,False,132,35,275.25,0.0,2025-03
REC01671,North Medical Center,ICU,PharmaDirect Ltd.,Diagnostic Kit,Blood Glucose Strip,2024-10-05,2025-04-14,191,-48,True,316,24,281.56,6757.44,2024-10
REC01672,North Medical Center,Emergency,GlobalMed Imports,Pharmaceutical,Metformin 850mg,2024-12-04,2026-07-17,590,411,False,499,2,105.3,0.0,2024-12
REC01673,City General Hospital,Cardiology,CarePlus Distributors,IV Fluid,Mannitol 20%,2024-10-09,2026-03-16,523,288,False,451,116,165.93,0.0,2024-10
REC01674,City General Hospital,ICU,PharmaDirect Ltd.,Surgical Supply,Scalpel Blade 22,2024-07-14,2026-06-01,687,365,False,192,41,168.16,0.0,2024-07
REC01675,North Medical Center,ICU,PharmaDirect Ltd.,Surgical Supply,Wound Dressing Pack,2024-08-11,2026-12-23,864,570,False,160,17,323.24,0.0,2024-08
REC01676,North Medical Center,Oncology,MedLine Supplies Co.,PPE,Face Shield,2024-09-30,2026-05-20,597,353,False,417,20,431.03,0.0,2024-09
REC01677,Sunrise Clinic,General Ward,GlobalMed Imports,Diagnostic Kit,COVID Rapid Test,2024-10-10,2025-09-01,326,92,False,378,81,311.72,0.0,2024-10
REC01678,Metro Health Hub,Emergency,CarePlus Distributors,IV Fluid,Normal Saline 500ml,2024-07-08,2025-07-20,377,49,False,377,69,104.26,0.0,2024-07
REC01679,Sunrise Clinic,Cardiology,CarePlus Distributors,Surgical Supply,Sterile Drape,2024-09-06,2026-03-09,549,281,False,70,18,352.42,0.0,2024-09
REC01680,Valley Care Hospital,General Ward,MedLine Supplies Co.,PPE,Face Shield,2024-05-23,2026-01-26,613,239,False,177,40,86.46,0.0,2024-05
REC01681,Sunrise Clinic,Pharmacy Store,NovaMed Solutions,Surgical Supply,Surgical Gloves L,2025-03-17,2026-06-13,453,377,False,284,65,21.28,0.0,2025-03
REC01682,North Medical Center,Orthopedics,PharmaDirect Ltd.,IV Fluid,Normal Saline 500ml,2024-06-14,2025-08-16,428,76,False,405,4,359.58,0.0,2024-06
REC01683,North Medical Center,Emergency,PharmaDirect Ltd.,Diagnostic Kit,COVID Rapid Test,2024-07-26,2025-04-23,271,-39,True,212,19,223.56,4247.64,2024-07
REC01684,Sunrise Clinic,Emergency,PharmaDirect Ltd.,IV Fluid,Mannitol 20%,2024-05-04,2025-08-12,465,72,False,143,10,12.11,0.0,2024-05
REC01685,North Medical Center,Emergency,MedLine Supplies Co.,Pharmaceutical,Omeprazole 20mg,2025-02-21,2026-09-09,565,465,False,352,82,173.67,0.0,2025-02
REC01686,Metro Health Hub,Orthopedics,NovaMed Solutions,PPE,Surgical Mask Box,2025-02-08,2026-02-17,374,261,False,206,32,378.68,0.0,2025-02
REC01687,Metro Health Hub,General Ward,NovaMed Solutions,PPE,Face Shield,2025-05-16,2026-05-21,370,354,False,490,95,277.2,0.0,2025-05
REC01688,North Medical Center,Emergency,NovaMed Solutions,Diagnostic Kit,COVID Rapid Test,2024-07-13,2025-05-28,319,-4,True,369,28,180.27,5047.56,2024-07
REC01689,Sunrise Clinic,Orthopedics,PharmaDirect Ltd.,Diagnostic Kit,Pregnancy Test Kit,2025-01-23,2025-12-10,321,192,False,213,21,74.11,0.0,2025-01
REC01690,Valley Care Hospital,Pharmacy Store,PharmaDirect Ltd.,Pharmaceutical,Omeprazole 20mg,2025-04-11,2026-11-20,588,537,False,118,1,295.22,0.0,2025-04
